ComplaintID,BuildingID,BoroughID,Borough,HouseNumber,StreetName,Zip,Block,Lot,Apartment,CommunityBoard,ReceivedDate,StatusID,Status,StatusDate
6600665,943820,4,QUEENS,92-14,175 STREET,11433,10214,113,1A,12,11/21/2013,2,CLOSE,07/22/2014
6602109,806985,2,BRONX,2715,THIRD AVENUE,10451,2324,1,4D,1,11/22/2013,2,CLOSE,02/20/2015
6602623,503228,4,QUEENS,237-09,93 ROAD,11426,7998,28,BSMT,13,11/22/2013,2,CLOSE,07/22/2014
6602236,509553,4,QUEENS,63-60,98 STREET,11374,2090,26,BLDG,6,11/22/2013,2,CLOSE,07/08/2014
6602497,536712,4,QUEENS,104-51,123 STREET,11419,9577,50,BGLD,10,11/22/2013,2,CLOSE,07/14/2014
6604925,24662,1,MANHATTAN,1445,MADISON AVENUE,10029,1605,24,6H,11,11/24/2013,2,CLOSE,02/20/2015
6605748,530615,4,QUEENS,89-42,116 STREET,11418,9323,25,1,9,11/24/2013,2,CLOSE,07/14/2014
6603052,459345,4,QUEENS,70-46,66 STREET,11385,3645,28,3R,5,11/24/2013,2,CLOSE,07/12/2014
6602970,5440,1,MANHATTAN,101,ALLEN STREET,10002,414,"7,501",4C,3,11/24/2013,2,CLOSE,07/19/2014
6609516,441613,4,QUEENS,108-59,53 AVENUE,11368,2008,51,BSMNT,4,11/25/2013,2,CLOSE,02/06/2015
6607805,424151,4,QUEENS,109-15,37 AVENUE,11368,1753,63,6C,3,11/25/2013,2,CLOSE,07/25/2014
6611297,511510,4,QUEENS,112-16,101 AVENUE,11419,9430,7,3FL,9,11/25/2013,2,CLOSE,07/25/2014
6612744,205716,3,BROOKLYN,1516,BEDFORD AVENUE,11216,1252,80,2B,8,11/26/2013,2,CLOSE,12/03/2013
6612952,304597,3,BROOKLYN,882,GREENE AVENUE,11221,1621,15,BLDG,3,11/26/2013,2,CLOSE,02/20/2015
6614052,809107,3,BROOKLYN,1620,PACIFIC STREET,11213,1341,12,NA,8,11/26/2013,2,CLOSE,02/20/2015
6612585,91996,2,BRONX,2232,LIGHT STREET,10466,4950,42,1,12,11/26/2013,2,CLOSE,12/10/2014
6612602,91996,2,BRONX,2232,LIGHT STREET,10466,4950,42,1,12,11/26/2013,2,CLOSE,12/10/2014
6613083,142819,3,BROOKLYN,4125,18 AVENUE,11218,5416,25,FLR2,14,11/26/2013,2,CLOSE,10/10/2014
6612509,383650,3,BROOKLYN,374,UNION STREET,11231,436,30,4,6,11/26/2013,2,CLOSE,09/09/2014
6612758,228864,3,BROOKLYN,313,CUMBERLAND STREET,11238,2119,1,2B,2,11/26/2013,2,CLOSE,08/27/2014
6612027,811268,4,QUEENS,8200,SHORE FRONT PARKWAY,11693,16130,1,11E,14,11/26/2013,2,CLOSE,08/11/2014
6613631,835345,3,BROOKLYN,5737,KINGS HIGHWAY,11203,4705,22,3A,17,11/26/2013,2,CLOSE,08/02/2014
6614125,950482,4,QUEENS,106-16,JAMAICA AVENUE,11418,9289,36,2R,9,11/26/2013,2,CLOSE,07/25/2014
6615352,947587,1,MANHATTAN,50,LISPENARD STREET,10013,194,"7,506",3,1,11/27/2013,2,CLOSE,09/20/2014
6616191,302318,3,BROOKLYN,363,GRAND AVENUE,11238,1969,93,3B,2,11/27/2013,2,CLOSE,08/26/2014
6615759,505910,4,QUEENS,35-51,95 STREET,11372,1469,50,A1,3,11/27/2013,2,CLOSE,07/23/2014
6614936,691369,4,QUEENS,120-10,ROCKAWAY BEACH BOULEVARD,11694,16216,27,402,14,11/27/2013,2,CLOSE,07/08/2014
6615765,693145,4,QUEENS,102-28,RUSSELL STREET,11414,14238,"1,051",PVT,10,11/27/2013,2,CLOSE,07/23/2014
6615314,561284,4,QUEENS,72-60,150 STREET,11367,6681,1,3H,8,11/27/2013,2,CLOSE,07/18/2014
6615394,810629,4,QUEENS,153-32,73 AVENUE,11367,6807,2,2G,8,11/27/2013,2,CLOSE,07/15/2014
6614961,346408,3,BROOKLYN,2036,NOSTRAND AVENUE,11210,5252,44,1G,14,11/27/2013,2,CLOSE,07/04/2014
6616630,944323,4,QUEENS,29-50,137 STREET,11354,4371,8,5L,7,11/28/2013,2,CLOSE,10/15/2014
6618188,479692,4,QUEENS,67-69,78 STREET,11379,3778,1,3F,5,11/29/2013,2,CLOSE,10/31/2014
6618886,208133,3,BROOKLYN,1046,BERGEN STREET,11216,1219,18,4D,8,11/29/2013,2,CLOSE,09/04/2014
6619170,648751,4,QUEENS,84-53,DANA COURT,11379,2999,28,2E,5,11/29/2013,2,CLOSE,07/29/2014
6618155,9163,1,MANHATTAN,360,CENTRAL PARK WEST,10025,1209,"7,502",16K,7,11/29/2013,2,CLOSE,07/01/2014
6619908,642305,4,QUEENS,59-21,CALLOWAY STREET,11368,1949,90,B2,4,11/30/2013,2,CLOSE,03/24/2015
6620336,577747,4,QUEENS,134-59,174 STREET,11434,12569,49,2FL,12,11/30/2013,2,CLOSE,03/13/2015
6620433,501685,4,QUEENS,104-20,92 AVENUE,11418,9312,10,FLR2,9,11/30/2013,2,CLOSE,02/24/2015
6621302,12106,1,MANHATTAN,604,EAST 14 STREET,10009,396,10,5F,3,12/01/2013,2,CLOSE,02/20/2015
6621887,363992,3,BROOKLYN,809,ROGERS AVENUE,11226,5091,5,2R,17,12/01/2013,2,CLOSE,07/29/2014
6621382,878413,1,MANHATTAN,11,EAST 1 STREET,10003,456,7,802,3,12/01/2013,2,CLOSE,07/19/2014
6622864,519573,4,QUEENS,48-08,108 STREET,11368,1992,43,3C,4,12/02/2013,2,CLOSE,10/16/2014
6622993,511687,4,QUEENS,130-07,101 AVENUE,11419,9476,29,BSMT,9,12/02/2013,2,CLOSE,07/22/2014
6622880,245748,3,BROOKLYN,625,MARLBOROUGH ROAD,11226,5236,40,2E,14,12/02/2013,2,CLOSE,07/08/2014
6623204,810657,4,QUEENS,147-33,76 AVENUE,11367,6684,2,2A,8,12/02/2013,2,CLOSE,07/18/2014
6623129,424681,4,QUEENS,96-10,37 AVENUE,11368,1759,1,EA,3,12/02/2013,2,CLOSE,07/25/2014
6626073,521062,4,QUEENS,109-19,109 STREET,11420,11476,27,2B,10,12/03/2013,2,CLOSE,02/24/2015
6625898,949240,4,QUEENS,2-14,50 AVENUE,11101,16,8,201W,2,12/03/2013,2,CLOSE,01/27/2015
6626163,652799,4,QUEENS,84-11,ELMHURST AVENUE,11373,1518,83,6A,4,12/03/2013,2,CLOSE,01/06/2015
6626849,19797,1,MANHATTAN,137,EAST 117 STREET,10035,1645,15,4E,11,12/03/2013,2,CLOSE,10/21/2014
6626650,296017,3,BROOKLYN,789,FRANKLIN AVENUE,11238,1252,6,3A,8,12/03/2013,2,CLOSE,09/04/2014
6625940,243980,3,BROOKLYN,9,ARGYLE ROAD,11218,5074,60,4B,14,12/03/2013,2,CLOSE,08/19/2014
6626239,519641,4,QUEENS,59-30,108 STREET,11368,1964,1,5B,4,12/03/2013,2,CLOSE,08/11/2014
6626213,422487,4,QUEENS,78-12,35 AVENUE,11372,1278,1,3L,3,12/03/2013,2,CLOSE,07/23/2014
6626235,693796,4,QUEENS,65-62,SAUNDERS STREET,11374,3087,21,BLDG,6,12/03/2013,2,CLOSE,07/14/2014
6627490,673186,4,QUEENS,35-20,LEVERICH STREET,11372,1270,"7,501",A701,3,12/04/2013,2,CLOSE,03/27/2015
6627486,243553,3,BROOKLYN,1915,EAST 13 STREET,11229,7292,82,BSMNT,15,12/04/2013,2,CLOSE,07/29/2014
6627567,497670,4,QUEENS,248-11,89 AVENUE,11426,8665,72,1,13,12/04/2013,2,CLOSE,07/22/2014
6629582,291239,3,BROOKLYN,3523,FARRAGUT ROAD,11210,4999,1,1,17,12/05/2013,2,CLOSE,09/04/2014
6629451,530530,4,QUEENS,83-84,116 STREET,11418,9209,49,6Q,9,12/05/2013,2,CLOSE,07/14/2014
6628770,563089,4,QUEENS,42-33,155 STREET,11355,5385,11,4A,7,12/05/2013,2,CLOSE,07/29/2014
6629029,574768,4,QUEENS,89-07,169 STREET,11432,9803,15,4G,12,12/05/2013,2,CLOSE,07/10/2014
6629754,518012,4,QUEENS,160-20,107 AVENUE,11433,10139,4,1,12,12/05/2013,2,CLOSE,07/22/2014
6629193,458510,4,QUEENS,99-49,66 AVENUE,11374,2116,56,2,6,12/05/2013,2,CLOSE,07/14/2014
6629656,422650,4,QUEENS,22-15,35 STREET,11105,822,126,1,1,12/05/2013,2,CLOSE,07/10/2014
6630033,919141,4,QUEENS,68-01,150 STREET,11367,6540,3,1,8,12/05/2013,2,CLOSE,07/12/2014
6629778,413254,4,QUEENS,21-19,27 STREET,11105,857,25,B2,1,12/05/2013,2,CLOSE,07/10/2014
6629508,549828,4,QUEENS,90-25,138 PLACE,11435,9978,34,D4,12,12/05/2013,2,CLOSE,07/25/2014
6630417,902800,3,BROOKLYN,3044,AVENUE V,11229,7389,1,6E,15,12/06/2013,2,CLOSE,02/20/2015
6630381,10979,1,MANHATTAN,519,EAST 6 STREET,10009,402,56,3,3,12/06/2013,2,CLOSE,07/04/2014
6630579,445364,4,QUEENS,98-40,57 AVENUE,11368,1918,75,18A,4,12/06/2013,2,CLOSE,07/04/2014
6630803,916836,4,QUEENS,245-40,77 CRESCENT,11426,8492,2,A,13,12/06/2013,2,CLOSE,07/12/2014
6630646,268875,3,BROOKLYN,1035,EAST 53 STREET,11234,7737,20,1FL,18,12/06/2013,2,CLOSE,07/22/2014
6632172,19843,1,MANHATTAN,212,EAST 117 STREET,10035,1666,41,3B,11,12/07/2013,2,CLOSE,12/09/2013
6632062,875430,4,QUEENS,30-85,VERNON BOULEVARD,11102,504,"7,501",PHB,1,12/07/2013,2,CLOSE,03/03/2015
6631913,214825,3,BROOKLYN,440,BROOKLYN AVENUE,11225,1317,41,5D,9,12/07/2013,2,CLOSE,09/04/2014
6632111,855116,3,BROOKLYN,369,KOSCIUSZKO STREET,11221,1782,142,FLR2,3,12/07/2013,2,CLOSE,09/04/2014
6634128,19843,1,MANHATTAN,212,EAST 117 STREET,10035,1666,41,3B,11,12/08/2013,2,CLOSE,12/09/2013
6633546,19843,1,MANHATTAN,212,EAST 117 STREET,10035,1666,41,4B,11,12/08/2013,2,CLOSE,12/09/2013
6634643,385,1,MANHATTAN,196,1 AVENUE,10009,439,8,NA,3,12/08/2013,2,CLOSE,07/08/2014
6634989,19843,1,MANHATTAN,212,EAST 117 STREET,10035,1666,41,5C,11,12/09/2013,2,CLOSE,12/12/2013
6635523,642305,4,QUEENS,59-21,CALLOWAY STREET,11368,1949,90,6L,4,12/09/2013,2,CLOSE,02/06/2015
6635999,929455,2,BRONX,361,EAST 161 STREET,10451,2408,1,3H,3,12/09/2013,2,CLOSE,01/01/2015
6635276,380440,3,BROOKLYN,316,SUYDAM STREET,11237,3220,28,2L,4,12/09/2013,2,CLOSE,08/12/2014
6635244,367892,3,BROOKLYN,235,SCHENECTADY AVENUE,11213,1378,1,3,8,12/09/2013,2,CLOSE,08/22/2014
6635943,7874,1,MANHATTAN,2647,BROADWAY,10025,1872,52,2NW,7,12/09/2013,2,CLOSE,07/08/2014
6635873,659486,4,QUEENS,71-04,GRAND AVENUE,11378,2797,18,3FT,5,12/09/2013,2,CLOSE,07/31/2014
6635605,694083,4,QUEENS,7-11,SEAGIRT AVENUE,11691,15610,1,8A,14,12/09/2013,2,CLOSE,07/22/2014
6636601,646437,4,QUEENS,1894,CORNELIA STREET,11385,3473,30,3R,5,12/09/2013,2,CLOSE,07/25/2014
6637848,490250,4,QUEENS,80-19,85 DRIVE,11421,8851,267,1,9,12/10/2013,2,CLOSE,02/12/2015
6637889,27612,1,MANHATTAN,40,SHERMAN AVENUE,10040,2175,92,C4,12,12/10/2013,2,CLOSE,10/10/2014
6637851,421502,4,QUEENS,90-10,34 AVENUE,11372,1451,1,BLG,3,12/10/2013,2,CLOSE,10/22/2014
6638356,445349,4,QUEENS,96-04,57 AVENUE,11368,1918,45,9B,4,12/10/2013,2,CLOSE,07/08/2014
6638551,681119,4,QUEENS,213-19,MURDOCK AVENUE,11429,11136,45,2FL,13,12/10/2013,2,CLOSE,07/22/2014
6640241,551103,4,QUEENS,133-15,140 STREET,11436,12086,85,REAR,12,12/11/2013,2,CLOSE,03/28/2015
6640981,12608,1,MANHATTAN,143,EAST 23 STREET,10010,879,27,8G,6,12/11/2013,2,CLOSE,10/22/2014
6641479,337068,3,BROOKLYN,374,MIDWOOD STREET,11225,4801,32,2F,9,12/11/2013,2,CLOSE,09/04/2014
6639449,694457,4,QUEENS,404,SENECA AVENUE,11385,3429,21,2L,5,12/11/2013,2,CLOSE,07/22/2014
6643073,91399,2,BRONX,1015,LEGGETT AVENUE,10455,2720,1,5A,2,12/12/2013,2,CLOSE,10/08/2016
6643939,495003,4,QUEENS,88-16,87 STREET,11421,8921,15,1,9,12/12/2013,2,CLOSE,10/02/2014
6644219,413164,4,QUEENS,4-21,27 AVENUE,11102,909,1,1F,1,12/12/2013,2,CLOSE,08/08/2014
6645198,706048,4,QUEENS,64-35,YELLOWSTONE BOULEVARD,11375,2150,1,5A,6,12/12/2013,2,CLOSE,07/08/2014
6643615,256562,3,BROOKLYN,150,EAST 31 STREET,11226,4901,40,BSMT,17,12/12/2013,2,CLOSE,07/08/2014
6644632,694647,4,QUEENS,930,SENECA AVENUE,11385,3561,30,3R,5,12/12/2013,2,CLOSE,07/25/2014
6644621,25758,1,MANHATTAN,14,MT MORRIS PARK WEST,10027,1720,54,8,10,12/12/2013,2,CLOSE,07/07/2014
6646855,805051,1,MANHATTAN,2144,MADISON AVENUE,10037,1757,1,3E,11,12/13/2013,2,CLOSE,02/20/2015
6647917,645292,4,QUEENS,8-05,COLLEGE POINT BOULEVARD,11356,3964,37,1STF,7,12/13/2013,2,CLOSE,02/06/2015
6646692,400155,4,QUEENS,27-01,8 STREET,11102,510,20,604,1,12/13/2013,2,CLOSE,01/26/2015
6648090,108738,2,BRONX,1220,SENECA AVENUE,10474,2762,51,6E,2,12/13/2013,2,CLOSE,10/31/2014
6647540,348557,3,BROOKLYN,349,OCEAN PARKWAY,11218,5375,82,C12,12,12/13/2013,2,CLOSE,09/04/2014
6647571,306685,3,BROOKLYN,1271,HANCOCK STREET,11221,3391,49,2,4,12/13/2013,2,CLOSE,08/22/2014
6645474,497350,4,QUEENS,162-05,89 AVENUE,11432,9768,1,5J,12,12/13/2013,2,CLOSE,07/22/2014
6646676,693442,4,QUEENS,140-40,SANFORD AVENUE,11355,5180,35,BLDG,7,12/13/2013,2,CLOSE,07/18/2014
6647393,805806,1,MANHATTAN,70,WEST 95 STREET,10025,1208,1,3H,7,12/13/2013,2,CLOSE,07/01/2014
6647220,510598,4,QUEENS,62-10,99 STREET,11374,2093,133,2E,6,12/13/2013,2,CLOSE,07/25/2014
6650462,10813,1,MANHATTAN,313,EAST 5 STREET,10003,447,51,6G,3,12/14/2013,2,CLOSE,10/22/2014
6650077,313517,3,BROOKLYN,293,HOOPER STREET,11211,2463,24,7,1,12/14/2013,2,CLOSE,09/04/2014
6649083,650845,4,QUEENS,50-04,DOUGLASTON PARKWAY,11362,8171,28,2,11,12/14/2013,2,CLOSE,07/22/2014
6651694,214344,3,BROOKLYN,918,BROADWAY,11206,1584,21,203,3,12/15/2013,2,CLOSE,09/04/2014
6651617,512390,4,QUEENS,33-46,101 STREET,11368,1715,34,BSMT,3,12/15/2013,2,CLOSE,08/08/2014
6650773,820637,3,BROOKLYN,44,CHRISTOPHER AVENUE,11212,3692,22,1B,16,12/15/2013,2,CLOSE,07/22/2014
6653282,671741,4,QUEENS,122-25,LAKEVIEW LANE,11434,12254,17,1,12,12/16/2013,2,CLOSE,03/20/2015
6653500,515770,4,QUEENS,37-29,104 STREET,11368,1772,44,1A,3,12/16/2013,2,CLOSE,01/25/2015
6653615,948035,1,MANHATTAN,218,WEST 124 STREET,10027,1929,57,3A,10,12/16/2013,2,CLOSE,11/19/2014
6655917,642720,4,QUEENS,41-06,CASE STREET,11373,1565,6,1A,4,12/16/2013,2,CLOSE,08/12/2014
6655673,659486,4,QUEENS,71-04,GRAND AVENUE,11378,2797,18,3FT,5,12/16/2013,2,CLOSE,07/31/2014
6653525,648608,4,QUEENS,996,CYPRESS AVENUE,11385,3551,63,BLDG,5,12/16/2013,2,CLOSE,07/14/2014
6657968,432674,4,QUEENS,24-56,44 STREET,11103,689,44,6D,1,12/17/2013,2,CLOSE,07/22/2014
6657365,697101,4,QUEENS,20-70,STEINWAY STREET,11105,809,58,3R,1,12/17/2013,2,CLOSE,07/25/2014
6657295,422154,4,QUEENS,151-10,35 AVENUE,11354,5263,10,BLDG,7,12/17/2013,2,CLOSE,07/28/2014
6657900,432674,4,QUEENS,24-56,44 STREET,11103,689,44,6D,1,12/17/2013,2,CLOSE,07/22/2014
6660574,64103,2,BRONX,862,EAST 156 STREET,10455,2687,16,1,2,12/18/2013,2,CLOSE,07/07/2015
6660198,158255,3,BROOKLYN,835,55 STREET,11220,5672,67,1FL,12,12/18/2013,2,CLOSE,08/07/2014
6659580,693468,4,QUEENS,144-07,SANFORD AVENUE,11355,5051,1,3E,7,12/18/2013,2,CLOSE,07/18/2014
6659433,379351,3,BROOKLYN,419,MARCUS GARVEY BOULEVARD,11216,1664,5,2B,3,12/18/2013,2,CLOSE,07/08/2014
6660015,646437,4,QUEENS,1894,CORNELIA STREET,11385,3473,30,1R,5,12/18/2013,2,CLOSE,07/25/2014
6662079,213938,3,BROOKLYN,1641,BROADWAY,11207,3414,2,3R,4,12/19/2013,2,CLOSE,08/12/2014
6661773,909902,4,QUEENS,142-47,HORACE HARDING EXPRESSWAY,11367,6410,3,3FL,7,12/19/2013,2,CLOSE,08/01/2014
6661339,37227,1,MANHATTAN,24,WEST 96 STREET,10025,1209,42,1R,7,12/19/2013,2,CLOSE,07/01/2014
6662158,371769,3,BROOKLYN,85,SOMERS STREET,11233,1539,63,3FL,16,12/19/2013,2,CLOSE,07/08/2014
6661196,433244,4,QUEENS,137-60,45 AVENUE,11355,5146,36,1J,7,12/19/2013,2,CLOSE,07/18/2014
6663829,806123,1,MANHATTAN,242,WEST 62 STREET,10023,1154,101,NA,7,12/20/2013,2,CLOSE,02/20/2015
6662898,205489,3,BROOKLYN,1084,BEDFORD AVENUE,11216,1968,32,BLDG,3,12/20/2013,2,CLOSE,09/09/2014
6663089,347219,3,BROOKLYN,1436,OCEAN AVENUE,11230,6712,74,3N,14,12/20/2013,2,CLOSE,07/01/2014
6663373,509863,4,QUEENS,211-40,99 AVENUE,11429,10880,44,1,13,12/20/2013,2,CLOSE,07/19/2014
6663158,668131,4,QUEENS,195-24,JAMAICA AVENUE,11423,10823,31,A1,12,12/20/2013,2,CLOSE,07/17/2014
6664286,338654,3,BROOKLYN,10,MONROE PLACE,11201,238,34,4,2,12/21/2013,2,CLOSE,08/27/2014
6664919,327498,3,BROOKLYN,749,LINDEN BOULEVARD,11203,4656,35,3F,17,12/22/2013,2,CLOSE,09/04/2014
6665778,491410,4,QUEENS,102-05,86 AVENUE,11418,9185,48,B4,9,12/23/2013,2,CLOSE,07/25/2014
6665523,27219,1,MANHATTAN,230,RIVERSIDE DRIVE,10025,1253,"7,503",10L,7,12/23/2013,2,CLOSE,07/12/2014
6665754,22804,1,MANHATTAN,202,HESTER STREET,10013,207,12,2,2,12/23/2013,2,CLOSE,07/11/2014
6667138,890651,4,QUEENS,31-10,23 STREET,11106,552,"7,501",6D,1,12/24/2013,2,CLOSE,08/01/2014
6666683,425305,4,QUEENS,32-17,37 STREET,11103,655,31,5,1,12/24/2013,2,CLOSE,07/28/2014
6667611,7147,1,MANHATTAN,335,BLEECKER STREET,10014,619,51,1,2,12/24/2013,2,CLOSE,07/13/2014
6668470,875833,2,BRONX,810,EAST 152 STREET,10455,2664,61,104,1,12/25/2013,2,CLOSE,08/04/2015
6669989,467739,4,QUEENS,58-39,71 STREET,11378,2820,54,3,5,12/26/2013,2,CLOSE,08/04/2015
6669945,217658,3,BROOKLYN,1577,CARROLL STREET,11213,1407,43,1B,9,12/26/2013,2,CLOSE,09/30/2014
6672132,64078,2,BRONX,737,EAST 156 STREET,10455,2646,36,1A,1,12/27/2013,2,CLOSE,07/25/2015
6671182,110181,2,BRONX,643,SOUTHERN BOULEVARD,10455,2683,94,2E,2,12/27/2013,2,CLOSE,07/16/2015
6672201,115223,2,BRONX,497,TINTON AVENUE,10455,2581,41,1FL,1,12/27/2013,2,CLOSE,06/18/2015
6671804,116816,2,BRONX,1628,DR M L KING JR BOULEVARD,10453,2876,82,2A,5,12/27/2013,2,CLOSE,10/22/2014
6671960,57878,2,BRONX,928,COLLEGE AVENUE,10456,2423,53,2C,4,12/27/2013,2,CLOSE,10/09/2014
6671007,37267,1,MANHATTAN,305,WEST 97 STREET,10025,1887,48,3A,7,12/27/2013,2,CLOSE,10/18/2014
6671791,373768,3,BROOKLYN,1507,ST JOHNS PLACE,11213,1380,1,B1,8,12/27/2013,2,CLOSE,07/07/2014
6672957,8095,1,MANHATTAN,364,BROADWAY,10013,172,1,BDLG,1,12/28/2013,2,CLOSE,07/31/2014
6673315,419150,4,QUEENS,23-51,32 STREET,11105,835,98,A3,1,12/28/2013,2,CLOSE,07/22/2014
6674293,811744,4,QUEENS,65-43,PARSONS BOULEVARD,11365,6790,1,2D,8,12/30/2013,2,CLOSE,08/05/2014
6674379,919141,4,QUEENS,68-01,150 STREET,11367,6540,3,1,8,12/30/2013,2,CLOSE,07/12/2014
6676403,110200,2,BRONX,763,SOUTHERN BOULEVARD,10455,2720,88,6A,2,12/31/2013,2,CLOSE,06/04/2016
6676431,213826,3,BROOKLYN,1425,BROADWAY,11221,3357,5,1,4,12/31/2013,2,CLOSE,09/04/2014
6676575,411766,4,QUEENS,38-05,CRESCENT STREET,11101,387,12,2A,1,12/31/2013,2,CLOSE,07/09/2014
