"addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_num","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","juris_desc","ky_cd","lat_lon_latitude","lat_lon_longitude","latitude","law_cat_cd","loc_of_occur_desc","longitude","ofns_desc","pd_cd","pd_desc","prem_typ_desc","rpt_dt","x_coord_cd","y_coord_cd"
18,"MANHATTAN","2016-11-08T00:00:00","00:01:00",492288529,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.756352479,-73.978795614,40.756352479,"FELONY","INSIDE",-73.978795614,"GRAND LARCENY",437.0,"LARCENY\,GRAND BY FALSE PROMISE-IN PERSON CONTACT","JEWELRY","2018-01-18T00:00:00",990125.0,214834.0
28,"MANHATTAN","2016-01-18T00:00:00","07:44:00",593729757,"2018-01-18T00:00:00","07:47:00","COMPLETED",NULL,"N.Y. POLICE DEPT",341,40.809596838,-73.949785598,40.809596838,"MISDEMEANOR","INSIDE",-73.949785598,"PETIT LARCENY",333.0,"LARCENY\,PETIT FROM STORE-SHOPL","DRUG STORE","2018-01-18T00:00:00",998151.0,234236.0
34,"MANHATTAN","2016-09-02T00:00:00","09:00:00",107620142,"2018-01-15T00:00:00","11:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.849776217,-73.937527165,40.849776217,"FELONY","INSIDE",-73.937527165,"GRAND LARCENY",438.0,"LARCENY\,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","MAILBOX INSIDE","2018-01-15T00:00:00",1001534.0,248877.0
7,"MANHATTAN","2016-12-26T00:00:00","00:01:00",519767678,"2017-01-01T00:00:00","00:01:00","COMPLETED",NULL,"N.Y. POLICE DEPT",351,40.717188305,-73.983104465,40.717188305,"MISDEMEANOR",NULL,-73.983104465,"CRIMINAL MISCHIEF & RELATED OF",258.0,"CRIMINAL MISCHIEF 4TH\, GRAFFIT","PARKING LOT/GARAGE (PUBLIC)","2018-01-11T00:00:00",988934.0,200565.0
28,"MANHATTAN","2016-10-04T00:00:00","23:30:00",107985447,"2016-10-04T00:00:00","23:55:00","COMPLETED",NULL,"N.Y. POLICE DEPT",104,40.808749904,-73.952585806,40.808749904,"FELONY","INSIDE",-73.952585806,"RAPE",157.0,"RAPE 1","RESIDENCE - APT. HOUSE","2018-01-11T00:00:00",997376.0,233927.0
34,"MANHATTAN","2016-01-04T00:00:00","12:00:00",194735658,"2016-01-04T00:00:00","23:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.864894204,-73.92407815,40.864894204,"FELONY","INSIDE",-73.92407815,"GRAND LARCENY",422.0,"LARCENY\,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE - APT. HOUSE","2018-01-11T00:00:00",1005250.0,254388.0
5,"MANHATTAN","2016-11-01T00:00:00","00:00:00",191995705,"2016-11-10T00:00:00","00:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",125,40.716344152,-74.001253193,40.716344152,"FELONY","INSIDE",-74.001253193,"NYS LAWS-UNCLASSIFIED FELONY",847.0,"NY STATE LAWS\,UNCLASSIFIED FEL","PUBLIC BUILDING","2018-01-10T00:00:00",983903.0,200257.0
34,"MANHATTAN","2016-06-01T00:00:00","21:00:00",262774125,"2016-07-24T00:00:00","21:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",104,40.851487774,-73.935457967,40.851487774,"FELONY","INSIDE",-73.935457967,"RAPE",153.0,"RAPE 3","RESIDENCE - APT. HOUSE","2018-01-10T00:00:00",1002106.0,249501.0
1,"MANHATTAN","2016-08-13T00:00:00","12:00:00",641463662,"2017-12-27T00:00:00","08:56:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.707820753,-74.014540763,40.707820753,"MISDEMEANOR","INSIDE",-74.014540763,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2018-01-08T00:00:00",980219.0,197152.0
17,"MANHATTAN","2016-11-18T00:00:00","14:00:00",511689414,"2018-01-03T00:00:00","14:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",344,40.748592752,-73.977090987,40.748592752,"MISDEMEANOR","INSIDE",-73.977090987,"ASSAULT 3 & RELATED OFFENSES",101.0,"ASSAULT 3","RESIDENCE - APT. HOUSE","2018-01-05T00:00:00",990598.0,212007.0
28,"MANHATTAN","2016-11-29T00:00:00","13:00:00",307927570,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.800654436,-73.956315447,40.800654436,"FELONY","INSIDE",-73.956315447,"GRAND LARCENY",422.0,"LARCENY\,GRAND BY OPEN CREDIT CARD (NEW ACCT)","DEPARTMENT STORE","2018-01-03T00:00:00",996345.0,230977.0
19,"MANHATTAN","2016-07-01T00:00:00","09:00:00",583959548,"2017-12-29T00:00:00","14:16:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.776114639,-73.945452881,40.776114639,"VIOLATION","INSIDE",-73.945452881,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","RESIDENCE - APT. HOUSE","2018-01-02T00:00:00",999358.0,222038.0
